parameters,fit_value,mirror,function,dipole_force,Particles,iterations,Inertia,Cognitive,Social,Runtime
"[-90.0, 90.0, 85.969, 145.256, 23.915, -45.0, 3.05, 5.0, 0.845, 0.155, 3.704, 0.0]",0.9881485275219846,-1,combine,True,50,50,0.4,1,2,55.76553839998087
"[84.96, 63.788, 9.968, 177.201, 42.088, -45.0, 3.05, 2.618, 0.334, 0.666, 4.967, 0.0]",1.446460897033336,-1,combine,True,50,50,0.4,1,2,55.29660599998897
"[4.257, 90.0, 133.675, 146.177, -45.0, 35.379, 3.05, 5.0, 1.0, 0.0, 5.0, 0.0]",1.0282677352303047,-1,combine,True,50,50,0.4,1,2,56.856635299976915
"[-57.718, -17.845, 67.385, 12.464, 37.312, -45.0, 3.05, 5.0, 0.659, 0.341, 5.0, 0.0]",0.9653956811556824,1,combine,True,50,50,0.4,1,2,51.93850960000418
"[90.0, 81.082, 77.496, 72.007, 33.53, 16.985, 3.05, 5.0, 0.704, 0.296, 3.56, 0.0]",1.5945871532729514,1,combine,True,50,50,0.4,1,2,52.252082900027744
"[38.975, 81.785, 68.161, 220.486, -17.192, -25.47, 3.018, 5.0, 0.711, 0.289, 5.0, 0.0]",1.0787123174957922,1,combine,True,50,50,0.4,1,2,50.42946189997019
"[-54.444, -85.184, 69.905, 360.0, 42.519, -0.581, 3.05, 4.111, 0.737, 0.263, 5.0, 0.0]",1.1857049091194256,1,combine,True,50,50,0.4,1,2,51.00433130003512
"[60.913, 66.253, 46.752, 174.372, -30.344, 30.51, 3.05, 5.0, 0.724, 0.276, 5.0, 0.0]",1.1938720997461312,1,combine,True,50,50,0.4,1,2,50.5815701999818
"[-18.675, -70.648, 38.202, 286.91, -34.251, 45.0, 3.049, 5.0, 0.182, 0.818, 5.0, 0.0]",0.961409193217136,1,combine,True,50,50,0.4,1,2,48.91668149997713
"[-90.0, 90.0, 45.51, 139.962, 20.734, -45.0, 3.0, 5.0, 0.738, 0.262, 3.693, 0.0]",1.3716768591852515,1,combine,True,50,50,0.4,1,2,54.381929699971806
"[60.373, -68.814, 138.956, 301.293, 45.0, 32.73, 3.05, 3.38, 0.701, 0.299, 5.0, 0.0]",1.1784353298341164,1,combine,True,50,50,0.4,1,2,49.945896800025366
"[-6.027, -90.0, 41.975, 360.0, 25.131, 21.269, 3.0, 5.0, 0.673, 0.327, 5.0, 0.0]",1.0545855241689446,1,combine,True,50,50,0.4,1,2,53.83612729999004
"[-73.722, -65.547, 56.022, 13.417, 45.0, -17.853, 3.05, 5.0, 0.757, 0.243, 5.0, 0.0]",1.2182435555259128,1,combine,True,50,50,0.4,1,2,48.26169819995994
"[-4.965, 47.901, 105.064, 188.656, 45.0, -45.0, 3.0, 5.0, 0.721, 0.279, 5.0, 0.0]",1.434868264292635,1,combine,True,50,50,0.4,1,2,51.239639099978376
"[-6.025, -90.0, 41.975, 0.0, 25.13, 21.269, 3.0, 5.0, 0.673, 0.327, 5.0, 0.0]",1.0545855255233578,1,combine,True,50,50,0.4,1,2,56.47558859997662
"[90.0, 60.398, 10.872, 125.659, -4.981, 45.0, 3.05, 1.024, 1.0, 0.0, 1.0, 0.0]",1.779703829438084,1,combine,True,50,50,0.4,1,2,47.430334600037895
"[-90.0, -48.488, 112.174, 0.0, -45.0, -45.0, 3.0, 3.806, 0.709, 0.291, 5.0, 0.0]",1.31243352545447,1,combine,True,50,50,0.4,1,2,52.85348170000361
"[-2.896, 90.0, 143.135, 124.05, 33.111, -25.691, 3.05, 5.0, 0.643, 0.357, 5.0, 0.0]",1.134776713935768,1,combine,True,50,50,0.4,1,2,49.989424799976405
"[-67.924, -79.893, 29.714, 360.0, -40.856, 39.787, 3.0, 3.498, 0.686, 0.314, 5.0, 0.0]",1.463640883697001,1,combine,True,50,50,0.4,1,2,52.001903199998196
"[73.574, -25.568, 64.124, 0.0, -31.425, -19.297, 3.05, 5.0, 0.724, 0.276, 5.0, 0.0]",1.269717257149151,1,combine,True,50,50,0.4,1,2,49.02664120000554
"[-90.0, 67.433, 148.405, 0.0, 6.876, 45.0, 3.05, 5.0, 0.635, 0.365, 5.0, 0.0]",1.4205731312215544,1,combine,True,50,50,0.4,1,2,53.30241839995142
"[-90.0, 57.108, 148.406, 349.673, 6.877, 45.0, 3.05, 5.0, 0.635, 0.365, 5.0, 0.0]",1.420573131656105,1,combine,True,50,50,0.4,1,2,49.999981299974024
"[-6.664, -90.0, 42.0, 360.0, 25.438, 21.114, 3.05, 5.0, 0.676, 0.324, 5.0, 0.0]",1.058523034421308,1,combine,True,50,50,0.4,1,2,53.70908649999183
"[-11.517, 83.437, 116.692, 186.879, -20.464, 45.0, 3.0, 5.0, 0.672, 0.328, 5.0, 0.0]",1.0093176147153433,1,combine,True,50,50,0.4,1,2,52.15542900003493
"[-23.461, -46.813, 24.076, 360.0, 18.452, 45.0, 3.0, 4.957, 0.0, 1.0, 1.0, 0.0]",1.6242115674530342,1,combine,True,50,50,0.4,1,2,47.370132499956526
"[10.453, 90.0, 63.51, 186.043, -19.256, -39.545, 3.0, 5.0, 0.671, 0.329, 5.0, 0.0]",0.9946302950778034,1,combine,True,50,50,0.4,1,2,51.52695820003282
"[18.371, 34.893, 59.522, 109.857, -45.0, -27.947, 3.0, 3.564, 0.73, 0.27, 5.0, 0.0]",1.1808930256068697,1,combine,True,50,50,0.4,1,2,50.95671629998833
"[-6.623, 26.244, 59.764, 0.0, 20.084, -45.0, 3.05, 5.0, 0.657, 0.343, 5.0, 0.0]",1.086241219927376,1,combine,True,50,50,0.4,1,2,53.43669319996843
"[-90.0, 76.13, 55.625, 180.169, 45.0, -9.071, 3.05, 5.0, 0.762, 0.238, 5.0, 0.0]",1.298633129063779,1,combine,True,50,50,0.4,1,2,51.67875550000463
"[-90.0, 17.558, 124.722, 120.16, -45.0, -11.751, 3.0, 5.0, 0.762, 0.238, 5.0, 0.0]",1.2971079970662431,1,combine,True,50,50,0.4,1,2,50.959233800007496
"[-23.958, 18.775, 150.358, 170.932, -35.053, -5.677, 3.05, 5.0, 0.221, 0.779, 5.0, 0.0]",0.9832637474068623,1,combine,True,50,50,0.4,1,2,46.4454785999842
"[-20.946, 9.04, 40.359, 162.438, -22.507, 25.646, 3.0, 5.0, 0.637, 0.363, 5.0, 0.0]",0.9512263278887414,1,combine,True,50,50,0.4,1,2,52.47847279999405
"[1.187, -11.441, 60.66, 353.817, 14.169, -16.456, 3.0, 5.0, 0.655, 0.345, 4.997, 0.0]",0.9495551378913281,1,combine,True,50,50,0.4,1,2,50.945129700005054
"[-56.251, -90.0, 68.568, 0.0, 40.999, 1.752, 3.05, 5.0, 0.737, 0.263, 5.0, 0.0]",1.2073423124439173,1,combine,True,50,50,0.4,1,2,53.46500820002984
"[-5.068, -64.123, 33.876, 309.249, -34.61, -45.0, 3.0, 5.0, 0.641, 0.359, 5.0, 0.0]",1.1542163103672347,1,combine,True,50,50,0.4,1,2,52.45572730002459
"[90.0, -90.0, 149.413, 0.0, 29.335, 21.319, 3.05, 5.0, 0.768, 0.232, 5.0, 0.0]",1.294945547019802,1,combine,True,50,50,0.4,1,2,53.12951040000189
"[-36.976, 43.941, 33.759, 226.15, 31.314, 19.609, 3.0, 5.0, 0.715, 0.285, 5.0, 0.0]",1.1165342928992399,1,combine,True,50,50,0.4,1,2,50.304132399964146
"[-65.882, -77.941, 61.815, 352.808, 45.0, -22.297, 3.0, 5.0, 0.735, 0.265, 5.0, 0.0]",1.1925222857842215,1,combine,True,50,50,0.4,1,2,49.78007480001543
"[-90.0, -90.0, 126.602, 360.0, -45.0, -19.245, 3.05, 5.0, 0.766, 0.234, 5.0, 0.0]",1.3200033294945748,1,combine,True,50,50,0.4,1,2,54.85900600004243
"[6.346, 90.0, 41.856, 180.305, -25.039, -21.236, 3.0, 5.0, 0.673, 0.327, 5.0, 0.0]",1.0545171463039495,1,combine,True,50,50,0.4,1,2,54.82279830001062
"[90.0, -90.0, 61.149, 319.296, -45.0, 45.0, 3.0, 5.0, 0.735, 0.265, 5.0, 0.0]",1.3479274662784977,1,combine,True,50,50,0.4,1,2,53.415235799970105
"[90.0, -77.415, 55.27, 360.0, -45.0, 11.765, 3.0, 5.0, 0.762, 0.238, 5.0, 0.0]",1.2971132349530705,1,combine,True,50,50,0.4,1,2,50.15949930000352
"[-90.0, 67.678, 134.489, 117.639, -20.734, -45.0, 3.0, 5.0, 0.738, 0.262, 3.693, 0.0]",1.3716768652254374,1,combine,True,50,50,0.4,1,2,51.652891399979126
"[90.0, 44.553, 148.26, 204.112, 30.371, 34.893, 3.05, 5.0, 0.766, 0.234, 5.0, 0.0]",1.324802853524494,1,combine,True,50,50,0.4,1,2,51.617565499967895
"[5.448, -15.62, 36.284, 1.204, 18.415, -31.701, 3.0, 5.0, 0.656, 0.344, 5.0, 0.0]",0.9875316481170614,1,combine,True,50,50,0.4,1,2,51.1736597000272
"[-90.0, 9.698, 18.402, 32.097, -45.0, 15.127, 3.05, 5.0, 0.359, 0.641, 5.0, 0.0]",1.2128511207110562,1,combine,True,50,50,0.4,1,2,50.250251699995715
"[-45.463, 76.977, 134.073, 32.454, 43.979, 45.0, 3.05, 5.0, 0.599, 0.401, 5.0, 0.0]",1.3376839747426754,1,combine,True,50,50,0.4,1,2,47.92642200004775
"[61.903, 26.459, 66.773, 185.227, -45.0, 45.0, 3.05, 5.0, 0.689, 0.311, 5.0, 0.0]",1.0278128781730793,1,combine,True,50,50,0.4,1,2,47.758922400011215
"[-62.806, -39.32, 24.702, 28.715, -45.0, 45.0, 3.05, 2.325, 0.69, 0.31, 4.985, 0.0]",1.3842159120977815,1,combine,True,50,50,0.4,1,2,51.6284139000345
"[-90.0, -90.0, 31.145, 360.0, 29.333, -21.403, 3.0, 5.0, 0.766, 0.234, 5.0, 0.0]",1.296489610873156,1,combine,True,50,50,0.4,1,2,56.51216549996752
"[90.0, 90.0, 47.966, 262.795, -18.494, -45.0, 3.05, 5.0, 0.723, 0.277, 4.36, 0.0]",1.2916874750560419,1,combine,True,50,50,0.4,1,2,51.978742000006605
"[24.247, -90.0, 20.11, 182.037, -45.0, -9.689, 3.0, 5.0, 0.7, 0.3, 5.0, 0.0]",1.5566234296821368,1,combine,True,50,50,0.4,1,2,52.12472450005589
"[29.412, -45.452, 15.892, 360.0, -45.0, -45.0, 3.0, 1.0, 0.913, 0.087, 1.0, 0.0]",1.5876083793994875,1,combine,True,50,50,0.4,1,2,50.61699290003162
"[-5.537, -4.678, 29.929, 360.0, 18.747, -45.0, 3.05, 4.452, 0.655, 0.345, 5.0, 0.0]",1.0847587721445286,1,combine,True,50,50,0.4,1,2,53.679766200017184
"[-28.133, 26.958, 37.949, 170.974, -13.569, 15.512, 3.03, 5.0, 0.649, 0.351, 5.0, 0.0]",0.9460584027412671,1,combine,True,50,50,0.4,1,2,49.480022600037046
"[84.429, 38.473, 152.32, 252.685, 31.408, 8.909, 3.0, 4.895, 0.76, 0.24, 5.0, 0.0]",1.2459010949393878,1,combine,True,50,50,0.4,1,2,49.27978769998299
"[-90.0, -22.378, 18.412, 0.0, -45.0, 15.03, 3.05, 5.0, 0.36, 0.64, 5.0, 0.0]",1.212882276897648,1,combine,True,50,50,0.4,1,2,51.6255233999691
"[-90.0, -15.686, 164.901, 288.055, 9.851, -15.295, 3.0, 2.826, 0.698, 0.302, 5.0, 0.0]",1.6401326849065776,1,combine,True,50,50,0.4,1,2,51.023486500023864
"[-57.05, -69.77, 61.643, 52.664, 24.868, 19.177, 3.044, 4.994, 0.72, 0.28, 4.952, 0.0]",1.116251378388287,1,combine,True,50,50,0.4,1,2,49.11643880000338
"[-90.0, -90.0, 109.102, 52.91, -32.908, 20.111, 3.05, 5.0, 0.731, 0.269, 3.738, 0.0]",1.2784626044088332,1,combine,True,50,50,0.4,1,2,55.71310839999933
"[81.319, 88.672, 180.0, 0.0, 27.804, 30.924, 3.05, 4.768, 0.798, 0.202, 5.0, 0.0]",2.18306784226347,1,combine,True,50,50,0.4,1,2,52.16100090002874
"[-90.0, -90.0, 67.403, 66.997, 45.0, 33.119, 3.05, 5.0, 0.804, 0.196, 1.0, 0.0]",1.4716093056654276,1,combine,True,50,50,0.4,1,2,50.014806299994234
"[-90.0, -22.4, 18.402, 0.0, -45.0, 15.114, 3.05, 4.999, 0.359, 0.641, 5.0, 0.0]",1.21288641085658,1,combine,True,50,50,0.4,1,2,52.08126580005046
"[-61.508, -32.312, 69.727, 360.0, 45.0, -45.0, 3.0, 4.446, 0.684, 0.316, 5.0, 0.0]",1.0341645842890506,1,combine,True,50,50,0.4,1,2,51.19252380001126
"[2.461, 90.0, 42.383, 173.931, -27.802, -24.064, 3.0, 5.0, 0.673, 0.327, 5.0, 0.0]",1.052780254173561,1,combine,True,50,50,0.4,1,2,56.304737099970225
"[-60.696, -32.244, 12.786, 203.693, 44.95, -45.0, 3.0, 4.419, 0.343, 0.657, 5.0, 0.0]",1.2751817057915862,1,combine,True,50,50,0.4,1,2,51.8563818000257
"[90.0, -51.783, 54.366, 332.361, -45.0, 13.16, 3.0, 5.0, 0.764, 0.236, 5.0, 0.0]",1.2977491526835254,1,combine,True,50,50,0.4,1,2,52.42734739999287
"[90.0, -79.049, 25.259, 359.594, -26.814, 9.312, 3.0, 5.0, 0.819, 0.181, 1.0, 0.0]",1.4588872404038442,1,combine,True,50,50,0.4,1,2,56.83578809996834
"[-66.232, 90.0, 131.161, 136.738, -45.0, -45.0, 3.0, 5.0, 0.723, 0.277, 5.0, 0.0]",1.2041676124386145,1,combine,True,50,50,0.4,1,2,51.06271620001644
"[49.063, 90.0, 21.806, 289.687, -45.0, 22.024, 3.05, 5.0, 0.672, 0.328, 5.0, 0.0]",1.581285273419717,1,combine,True,50,50,0.4,1,2,53.73476879997179
"[90.0, -30.296, 71.06, 360.0, -32.61, -25.498, 3.05, 5.0, 0.719, 0.281, 3.819, 0.0]",1.2681568720950651,1,combine,True,50,50,0.4,1,2,55.278433500032406
"[-90.0, 90.0, 67.596, 251.153, 34.876, 34.754, 3.05, 5.0, 0.719, 0.281, 3.762, 0.0]",1.2841414665339579,1,combine,True,50,50,0.4,1,2,53.11152649996802
"[-79.546, 90.0, 30.454, 352.391, -14.443, -45.0, 3.05, 3.058, 0.721, 0.279, 3.786, 0.0]",1.8165866175453347,1,combine,True,50,50,0.4,1,2,46.23910920001799
"[90.0, -90.0, 30.587, 360.0, -29.335, 21.319, 3.05, 5.0, 0.768, 0.232, 5.0, 0.0]",1.294945547261749,1,combine,True,50,50,0.4,1,2,53.82680959999561
"[-59.937, 8.077, 115.524, 97.98, 45.0, 44.979, 3.05, 5.0, 0.672, 0.328, 5.0, 0.0]",1.1356910662373758,1,combine,True,50,50,0.4,1,2,49.747910399979446
"[7.486, -15.747, 37.98, 0.0, 19.2, -31.032, 3.0, 5.0, 0.656, 0.344, 5.0, 0.0]",0.9892379737972482,1,combine,True,50,50,0.4,1,2,51.02854250004748
"[90.0, -30.296, 108.938, 360.0, 32.608, -25.497, 3.05, 5.0, 0.719, 0.281, 3.819, 0.0]",1.2681568417200841,1,combine,True,50,50,0.4,1,2,53.357062399969436
"[13.56, 22.462, 154.603, 267.113, -45.0, 43.899, 3.023, 5.0, 0.613, 0.387, 5.0, 0.0]",1.2136803298084595,1,combine,True,50,50,0.4,1,2,50.141494899988174
"[-64.189, -64.061, 43.226, 360.0, 28.926, -28.049, 3.05, 5.0, 0.734, 0.266, 5.0, 0.0]",1.1997280543230722,1,combine,True,50,50,0.4,1,2,51.654539400013164
"[90.0, -5.125, 134.548, 235.405, 20.85, 45.0, 3.041, 5.0, 0.738, 0.262, 3.743, 0.0]",1.3718316501211751,1,combine,True,50,50,0.4,1,2,50.25557229999686
"[90.0, -90.0, 55.675, 14.058, -45.0, 9.053, 3.05, 4.975, 0.762, 0.238, 5.0, 0.0]",1.2986266206152213,1,combine,True,50,50,0.4,1,2,53.022992599988356
"[90.0, 90.0, 112.359, 251.73, 34.416, -35.17, 3.05, 5.0, 0.7, 0.3, 5.0, 0.0]",1.2987695943250044,1,combine,True,50,50,0.4,1,2,53.0608368999674
"[12.353, 75.96, 128.121, 152.734, -39.565, 45.0, 3.05, 5.0, 0.711, 0.289, 5.0, 0.0]",1.2182214246908314,1,combine,True,50,50,0.4,1,2,52.715650799975265
"[-90.0, 26.715, 25.824, 133.51, 26.969, -7.162, 3.0, 4.569, 0.761, 0.239, 5.0, 0.0]",1.2742351904679203,1,combine,True,50,50,0.4,1,2,53.58915650000563
"[-22.643, -31.577, 119.969, 98.306, 20.696, 45.0, 3.0, 5.0, 0.621, 0.379, 5.0, 0.0]",1.0569669910692534,1,combine,True,50,50,0.4,1,2,53.00373880000552
"[-90.0, -66.016, 154.159, 40.883, -26.995, -7.132, 3.0, 4.589, 0.761, 0.239, 5.0, 0.0]",1.2742739659532571,1,combine,True,50,50,0.4,1,2,49.66565769998124
"[69.936, -81.375, 135.328, 309.16, 45.0, 45.0, 3.05, 4.974, 0.729, 0.271, 5.0, 0.0]",1.1961524967316957,1,combine,True,50,50,0.4,1,2,50.5407652000431
"[-90.0, -90.0, 149.413, 360.0, -29.335, -21.319, 3.05, 5.0, 0.768, 0.232, 5.0, 0.0]",1.2949455469913014,1,combine,True,50,50,0.4,1,2,55.68538029998308
"[-67.273, -79.595, 29.675, 360.0, -40.988, 45.0, 3.0, 2.879, 0.689, 0.311, 5.0, 0.0]",1.4762150178021136,1,combine,True,50,50,0.4,1,2,52.94428519997746
"[48.658, 80.141, 142.681, 265.962, 45.0, -0.221, 3.05, 5.0, 0.738, 0.262, 5.0, 0.0]",1.135404117222535,1,combine,True,50,50,0.4,1,2,49.9913927000016
"[43.623, -78.36, 108.028, 259.314, -28.298, 26.795, 3.0, 3.813, 0.683, 0.317, 5.0, 0.0]",1.2161921165475265,1,combine,True,50,50,0.4,1,2,51.3176233000122
"[-4.763, -27.645, 36.396, 10.08, 17.769, -30.04, 3.0, 5.0, 0.802, 0.198, 1.0, 0.0]",1.39536522705144,1,combine,True,50,50,0.4,1,2,49.45301759999711
"[2.405, 90.0, 42.426, 173.891, -27.816, -24.05, 3.0, 5.0, 0.673, 0.327, 5.0, 0.0]",1.0527883276224497,1,combine,True,50,50,0.4,1,2,53.67414869996719
"[13.635, -29.126, 52.373, 318.739, 45.0, 3.605, 3.0, 5.0, 0.742, 0.258, 5.0, 0.0]",1.152415162203419,1,combine,True,50,50,0.4,1,2,47.99763840000378
"[81.232, -19.414, 150.793, 294.287, 33.488, 14.01, 3.0, 4.28, 0.748, 0.252, 5.0, 0.0]",1.2286263704831293,1,combine,True,50,50,0.4,1,2,51.98621750000166
"[76.675, -0.869, 41.379, 344.248, -13.679, -33.085, 3.002, 5.0, 0.725, 0.275, 5.0, 0.0]",1.1951804084456898,1,combine,True,50,50,0.4,1,2,51.74102449999191
"[-90.0, 26.368, 71.003, 176.575, 32.801, 26.038, 3.0, 5.0, 0.72, 0.28, 3.757, 0.0]",1.2736374230593968,1,combine,True,50,50,0.4,1,2,48.8787597999908
"[-90.0, -90.0, 131.985, 220.227, 12.586, -32.296, 3.05, 5.0, 0.686, 0.314, 4.192, 0.0]",1.6026881862576714,1,combine,True,50,50,0.4,1,2,52.999007800011896
"[-83.267, 90.0, 10.884, 82.533, 41.361, 36.56, 3.0, 5.0, 0.244, 0.756, 5.0, 0.0]",1.3153364100689755,1,combine,True,50,50,0.4,1,2,52.191068799991626
"[90.0, 4.989, 55.676, 279.072, -45.0, 9.051, 3.05, 4.975, 0.762, 0.238, 5.0, 0.0]",1.2986266236730544,1,combine,True,50,50,0.4,1,2,51.61375169997336
"[-90.0, -90.0, 0.0, 122.971, 6.875, -34.304, 3.029, 1.684, 0.791, 0.209, 5.0, 0.0]",2.18306784329629,1,combine,True,50,50,0.4,1,2,46.602073200047016
"[-90.0, 90.0, 0.0, 347.875, 2.116, -39.194, 3.017, 1.099, 1.0, 0.0, 2.011, 0.0]",2.183067830393723,1,combine,True,50,50,0.4,1,2,47.525715700001456
"[8.227, 90.0, 180.0, 2.518, -45.0, 5.002, 3.032, 1.0, 1.0, 0.0, 1.339, 0.0]",2.183067842263022,1,combine,True,50,50,0.4,1,2,46.45422519999556
"[-41.82, -88.024, 8.66, 325.91, 4.856, -45.0, 3.0, 4.995, 0.165, 0.835, 1.0, 0.0]",1.425807552983497,-1,combine,True,50,50,0.4,1,2,42.409397699986584
"[-77.184, -90.0, 164.169, 324.559, 45.0, -37.298, 3.05, 5.0, 0.029, 0.971, 1.089, 0.0]",1.302278640367945,-1,combine,True,50,50,0.4,1,2,48.68970839999383
"[-88.483, -59.838, 152.886, 0.0, -45.0, 45.0, 3.0, 5.0, 0.141, 0.859, 2.961, 0.0]",0.8684648603877769,-1,combine,True,50,50,0.4,1,2,48.77810950001003
"[19.965, 72.012, 149.199, 35.592, 45.0, 10.651, 3.05, 5.0, 0.651, 0.349, 5.0, 0.0]",1.0787468997781402,-1,combine,True,50,50,0.4,1,2,48.97164070000872
"[-90.0, 22.974, 16.152, 259.174, 45.0, -37.775, 3.0, 4.237, 0.162, 0.838, 5.0, 0.0]",0.9182976511273615,-1,combine,True,50,50,0.4,1,2,50.02610580000328
"[-11.632, -90.0, 120.549, 146.522, 14.675, -45.0, 3.05, 3.42, 0.127, 0.873, 5.0, 0.0]",0.844952062875836,-1,combine,True,50,50,0.4,1,2,47.53030949999811
"[-79.904, 60.851, 36.277, 114.904, 16.884, -45.0, 3.028, 4.999, 0.831, 0.169, 4.908, 0.0]",0.9104821097982398,-1,combine,True,50,50,0.4,1,2,46.34610620001331
"[-78.414, -54.43, 51.737, 360.0, 19.978, -45.0, 3.05, 5.0, 0.849, 0.151, 3.596, 0.0]",0.9224765544498992,-1,combine,True,50,50,0.4,1,2,49.689612399961334
"[-80.295, 58.423, 112.181, 117.474, -45.0, -42.009, 3.036, 4.998, 0.852, 0.148, 4.069, 0.0]",0.9518989732237464,-1,combine,True,50,50,0.4,1,2,46.38025919999927
"[-42.733, 38.978, 145.548, 65.013, 5.23, -12.857, 3.0, 4.939, 0.684, 0.316, 5.0, 0.0]",1.2651805331066117,-1,combine,True,50,50,0.4,1,2,49.93348990002414
"[-38.351, -37.579, 77.645, 0.0, 34.244, -30.56, 3.01, 4.94, 0.869, 0.131, 1.572, 0.0]",0.7899550633131305,-1,combine,True,50,50,0.4,1,2,49.70036670000991
"[90.0, 47.341, 162.932, 8.55, 17.277, 42.881, 3.004, 5.0, 0.626, 0.374, 5.0, 0.0]",1.034529268451448,-1,combine,True,50,50,0.4,1,2,48.97820309997769
"[81.098, 56.089, 35.806, 176.457, -29.607, 38.23, 3.05, 4.997, 0.825, 0.175, 4.778, 0.0]",0.9041554742708278,-1,combine,True,50,50,0.4,1,2,47.056118300009985
"[-24.407, 90.0, 86.046, 146.921, -28.379, -45.0, 3.05, 4.783, 0.854, 0.146, 5.0, 0.0]",0.7982977506877694,-1,combine,True,50,50,0.4,1,2,48.614018100022804
"[25.727, 82.407, 89.87, 152.884, -30.254, 41.963, 3.0, 4.992, 0.867, 0.133, 2.574, 0.0]",0.7631085282114289,-1,combine,True,50,50,0.4,1,2,48.65242319996469
"[40.047, -78.119, 76.018, 319.592, 45.0, 32.6, 3.016, 3.468, 1.0, 0.0, 1.0, 0.0]",1.002443099895088,-1,combine,True,50,50,0.4,1,2,45.037193799973466
"[-45.884, -90.0, 96.154, 327.107, 45.0, -34.811, 3.001, 4.447, 0.878, 0.122, 2.485, 0.0]",0.7989057460751934,-1,combine,True,50,50,0.4,1,2,50.92185710003832
"[-20.874, 90.0, 110.955, 147.053, -45.0, -17.651, 3.0, 5.0, 0.87, 0.13, 1.594, 0.0]",0.8071233267742052,-1,combine,True,50,50,0.4,1,2,47.62883609998971
"[-20.84, -90.0, 69.275, 326.914, 45.0, -17.913, 3.05, 5.0, 0.87, 0.13, 1.548, 0.0]",0.8075286860881719,-1,combine,True,50,50,0.4,1,2,50.09690859995317
"[-5.67, -26.077, 146.547, 245.201, -15.97, 14.376, 3.05, 5.0, 0.354, 0.646, 5.0, 0.0]",0.9003348273192461,-1,combine,True,50,50,0.4,1,2,44.31388440000592
"[90.0, 13.03, 26.878, 221.955, 45.0, -45.0, 3.05, 5.0, 0.7, 0.3, 5.0, 0.0]",1.553368641386589,-1,combine,True,50,50,0.4,1,2,46.222237700014375
"[-69.413, 85.812, 49.183, 141.846, -4.093, -45.0, 3.016, 4.92, 0.863, 0.137, 3.843, 0.0]",0.8981544691309401,-1,combine,True,50,50,0.4,1,2,44.79527469997993
"[-18.668, -48.41, 105.201, 360.0, 24.447, -37.743, 3.0, 5.0, 0.846, 0.154, 3.461, 0.0]",0.8093213518829542,-1,combine,True,50,50,0.4,1,2,51.53213440004038
"[-43.393, 40.133, 149.45, 360.0, 16.621, 31.52, 3.05, 5.0, 0.655, 0.345, 5.0, 0.0]",1.1962830278591055,-1,combine,True,50,50,0.4,1,2,49.55251540004974
"[90.0, 90.0, 71.868, 145.9, -35.961, 45.0, 3.05, 5.0, 1.0, 0.0, 4.046, 0.0]",1.068644769087255,-1,combine,True,50,50,0.4,1,2,46.0404031999642
"[15.759, 54.181, 70.004, 148.865, -43.947, -6.094, 3.05, 5.0, 0.896, 0.104, 1.0, 0.0]",0.8008624893692649,-1,combine,True,50,50,0.4,1,2,49.52435770002194
"[21.149, 49.795, 90.796, 167.816, -36.66, 27.299, 3.049, 5.0, 0.879, 0.121, 1.0, 0.0]",0.7670353559637195,-1,combine,True,50,50,0.4,1,2,48.14693030004855
"[11.458, -30.894, 36.67, 51.854, -24.892, -20.77, 3.008, 5.0, 0.615, 0.385, 5.0, 0.0]",0.9226864833104723,-1,combine,True,50,50,0.4,1,2,49.0350062000216
"[-36.138, -37.898, 79.943, 0.0, 33.129, -30.253, 3.0, 4.6, 0.867, 0.133, 2.068, 0.0]",0.7892270456171123,-1,combine,True,50,50,0.4,1,2,50.44739169999957
"[90.0, 90.0, 72.009, 146.347, -36.233, 45.0, 3.044, 5.0, 0.849, 0.151, 4.018, 0.0]",0.9892089723867469,-1,combine,True,50,50,0.4,1,2,47.85462109994842
"[-90.0, -55.803, 75.667, 0.0, 33.048, -45.0, 3.0, 5.0, 0.847, 0.153, 3.972, 0.0]",0.9892639204646373,-1,combine,True,50,50,0.4,1,2,47.782442900002934
"[-44.546, 90.0, 83.071, 146.855, -45.0, -34.741, 3.0, 5.0, 0.891, 0.109, 1.0, 0.0]",0.8028375184669472,-1,combine,True,50,50,0.4,1,2,48.37543159996858
"[-90.0, 90.0, 134.058, 145.925, -17.116, -45.0, 3.05, 5.0, 1.0, 0.0, 2.991, 0.0]",1.056801925887136,-1,combine,True,50,50,0.4,1,2,48.170463200018276
"[-90.0, -55.925, 45.976, 0.0, 17.092, -45.0, 3.05, 5.0, 1.0, 0.0, 4.616, 0.0]",1.0568010232827538,-1,combine,True,50,50,0.4,1,2,46.65411629999289
"[72.335, 72.849, 41.12, 160.128, -33.266, 34.784, 3.0, 5.0, 0.845, 0.155, 3.609, 0.0]",0.8927628015546673,-1,combine,True,50,50,0.4,1,2,48.78562189999502
"[-28.428, 47.792, 81.693, 119.054, -31.769, -33.561, 3.005, 4.988, 0.883, 0.117, 1.852, 0.0]",0.8396918414495534,-1,combine,True,50,50,0.4,1,2,50.85062420001486
"[44.254, 90.0, 96.404, 147.003, -45.0, 35.447, 3.05, 5.0, 0.885, 0.115, 1.557, 0.0]",0.8015200343135613,-1,combine,True,50,50,0.4,1,2,48.73025120003149
"[-87.208, -13.93, 9.375, 50.485, -40.226, 29.848, 3.0, 4.975, 0.397, 0.603, 1.0, 0.0]",1.4841707942140423,-1,combine,True,50,50,0.4,1,2,43.531302999996115
