parameters,fit_value,mirror,function,dipole_force,Particles,iterations,Inertia,Cognitive,Social,Runtime
"[-13.383, 25.681, 16.759, 186.962, 27.705, 45.0, 3.0, 1.462, 0.011, 0.989, 1.0, 0.0]",1.5960438422819632,1,pencil,True,50,50,0.4,1,2,36.18519570000353
"[81.47, -74.174, 170.433, 0.0, -4.721, -42.118, 3.05, 1.0, 1.0, 0.0, 5.0, 0.0]",1.8532972333201845,1,pencil,True,50,50,0.4,1,2,37.17117970000254
"[40.283, 90.0, 12.171, 148.982, -9.143, 0.473, 3.05, 1.335, 0.0, 1.0, 5.0, 0.0]",1.8578736551987647,1,pencil,True,50,50,0.4,1,2,38.63282710002386
"[-17.694, -59.796, 85.683, 72.943, 6.071, 45.0, 3.05, 1.304, 0.459, 0.541, 5.0, 0.0]",1.6438600818683131,1,pencil,True,50,50,0.4,1,2,37.956173200014746
"[-25.723, 90.0, 14.195, 186.283, 45.0, 7.582, 3.0, 1.0, 0.999, 0.001, 4.892, 0.0]",1.7402486465319111,1,pencil,True,50,50,0.4,1,2,37.15726999999606
"[24.924, -90.0, 14.296, 0.0, -45.0, -7.261, 3.0, 1.0, 0.0, 1.0, 5.0, 0.0]",1.745564932010744,1,pencil,True,50,50,0.4,1,2,38.254354200005764
"[11.985, -11.054, 8.679, 360.0, 45.0, -44.588, 3.05, 1.282, 1.0, 0.0, 3.423, 0.0]",1.8946144729347356,1,pencil,True,50,50,0.4,1,2,36.696890199993504
"[90.0, -90.0, 9.58, 26.119, -1.204, -45.0, 3.0, 1.0, 0.044, 0.956, 1.0, 0.0]",1.8755873364730526,1,pencil,True,50,50,0.4,1,2,37.014237999974284
"[-90.0, -5.002, 10.83, 1.296, 4.923, -45.0, 3.0, 1.0, 0.0, 1.0, 5.0, 0.0]",1.784148614985594,1,pencil,True,50,50,0.4,1,2,37.35415460000513
"[36.524, -90.0, 12.627, 0.0, -35.549, -10.02, 3.0, 1.0, 0.901, 0.099, 1.0, 0.0]",1.7203484825509265,1,pencil,True,50,50,0.4,1,2,38.175855600013165
"[-16.879, -59.387, 85.637, 73.351, 5.681, 45.0, 3.0, 1.327, 0.0, 1.0, 5.0, 0.0]",1.647032525799483,1,pencil,True,50,50,0.4,1,2,34.53228100002161
"[89.985, 10.198, 11.696, 254.849, -1.92, -15.355, 3.028, 1.311, 0.009, 0.991, 5.0, 0.0]",1.8762806151163163,1,pencil,True,50,50,0.4,1,2,29.682834100007312
"[59.767, 1.12, 70.182, 221.784, -23.29, 44.339, 3.005, 5.0, 0.175, 0.825, 1.0, 0.0]",2.504734664396801,1,pencil,True,50,50,0.4,1,2,29.479077900003176
"[83.789, -90.0, 169.804, 279.691, 9.83, 42.844, 3.0, 1.0, 1.0, 0.0, 5.0, 0.0]",1.718941257045614,1,pencil,True,50,50,0.4,1,2,31.85597040000721
"[-36.103, -22.454, 85.874, 64.474, 31.486, 16.814, 3.05, 1.0, 0.0, 1.0, 3.59, 0.0]",1.6636059120791569,1,pencil,True,50,50,0.4,1,2,29.704891500005033
"[84.726, 90.0, 10.28, 97.763, -9.383, 45.0, 3.0, 1.0, 0.845, 0.155, 4.229, 0.0]",1.7203591439162251,1,pencil,True,50,50,0.4,1,2,33.286894799995935
"[22.829, 4.529, 22.674, 301.515, 45.0, -45.0, 3.0, 1.169, 0.061, 0.939, 4.187, 0.0]",1.4556239872491143,1,pencil,True,50,50,0.4,1,2,30.35682720001205
"[-65.836, -23.005, 11.873, 74.642, -21.578, 45.0, 3.002, 1.0, 0.704, 0.296, 4.066, 0.0]",1.6495225864816123,1,pencil,True,50,50,0.4,1,2,29.423188699991442
"[90.0, 90.0, 170.455, 206.062, 1.192, -45.0, 3.05, 1.0, 1.0, 0.0, 1.0, 0.0]",1.873483986104499,1,pencil,True,50,50,0.4,1,2,33.29408859999967
"[90.0, -63.938, 9.545, 360.0, -1.192, -45.0, 3.05, 1.0, 0.0, 1.0, 2.212, 0.0]",1.8734839861591794,1,pencil,True,50,50,0.4,1,2,34.32753299997421
"[15.749, -25.827, 16.025, 360.0, -20.437, -45.0, 3.0, 1.517, 1.0, 0.0, 4.923, 0.0]",1.599387168592141,1,pencil,True,50,50,0.4,1,2,31.539134799997555
"[-70.065, 25.182, 88.594, 360.0, 45.0, -45.0, 3.0, 1.448, 0.0, 1.0, 2.054, 0.0]",2.099946129733902,1,pencil,True,50,50,0.4,1,2,33.57835080003133
"[-90.0, -6.057, 10.874, 0.0, 4.981, -45.0, 3.05, 1.024, 1.0, 0.0, 2.882, 0.0]",1.7796920231226205,1,pencil,True,50,50,0.4,1,2,19628.828788399987
"[22.613, 4.341, 22.484, 302.084, 45.0, -45.0, 3.003, 1.172, 0.942, 0.058, 1.0, 0.0]",1.4559479906179782,1,pencil,True,50,50,0.4,1,2,30.13862350001
"[84.726, 90.0, 10.28, 97.762, -9.383, 45.0, 3.0, 1.0, 1.0, 0.0, 5.0, 0.0]",1.720359144049797,1,pencil,True,50,50,0.4,1,2,31.88697890000185
"[1.504, 55.674, 77.581, 145.888, -45.0, -8.899, 3.05, 5.0, 0.002, 0.998, 4.824, 0.0]",2.519743168540983,1,pencil,True,50,50,0.4,1,2,28.07607970002573
"[19.502, -35.454, 16.074, 360.0, -43.14, -45.0, 3.0, 1.0, 0.754, 0.246, 5.0, 0.0]",1.6251603536473116,1,pencil,True,50,50,0.4,1,2,31.65541960002156
"[8.297, 34.233, 164.415, 95.7, -45.0, 45.0, 3.0, 1.091, 0.618, 0.382, 5.0, 0.0]",1.5610318915821213,1,pencil,True,50,50,0.4,1,2,32.23324780003168
"[90.0, 57.743, 10.858, 128.296, -4.96, 45.0, 3.05, 1.025, 0.092, 0.908, 1.0, 0.0]",1.7796966854891016,1,pencil,True,50,50,0.4,1,2,28.473803400003817
"[54.835, 41.372, 85.083, 253.221, -45.0, -32.37, 3.0, 1.0, 0.579, 0.421, 1.257, 0.0]",1.6862118477340102,1,pencil,True,50,50,0.4,1,2,31.821538599964697
"[52.028, -85.541, 10.033, 0.0, -20.384, -11.145, 3.049, 1.104, 0.0, 1.0, 1.593, 0.0]",1.7899502654052053,1,pencil,True,50,50,0.4,1,2,30.363925500016194
"[-47.937, 59.549, 85.019, 51.218, 39.04, -45.0, 3.001, 1.0, 0.0, 1.0, 4.997, 0.0]",1.660733328121635,1,pencil,True,50,50,0.4,1,2,30.61686519999057
"[90.0, 90.0, 169.019, 95.998, 5.018, 45.0, 3.0, 1.037, 0.226, 0.774, 1.969, 0.0]",1.7801081353234214,1,pencil,True,50,50,0.4,1,2,6718.374780200014
"[-13.897, 90.0, 0.0, 360.0, 36.127, 1.4, 3.031, 1.12, 0.973, 0.027, 1.0, 0.0]",2.1830678422630228,1,pencil,True,50,50,0.4,1,2,32.296674599987455
"[-64.73, 12.929, 174.06, 48.249, -27.083, -11.697, 3.02, 1.0, 0.0, 1.0, 4.99, 0.0]",1.4937517367787094,1,pencil,True,50,50,0.4,1,2,31.487365399952978
"[90.0, -63.732, 9.598, 0.0, -1.207, -45.0, 3.05, 1.015, 0.959, 0.041, 1.0, 0.0]",1.8727472950022028,1,pencil,True,50,50,0.4,1,2,33.61213269998552
"[-90.0, -5.998, 10.981, 0.0, 5.018, -45.0, 3.0, 1.037, 1.0, 0.0, 1.0, 0.0]",1.7801081353236472,1,pencil,True,50,50,0.4,1,2,33.50581349997083
"[90.0, 90.0, 9.598, 206.268, -1.207, -45.0, 3.05, 1.015, 1.0, 0.0, 3.827, 0.0]",1.8727472951140332,1,pencil,True,50,50,0.4,1,2,32.90130589995533
"[20.13, 54.868, 85.275, 252.954, -8.978, -41.096, 3.029, 1.311, 1.0, 0.0, 2.704, 0.0]",1.6367871039086523,1,pencil,True,50,50,0.4,1,2,30.640288800001144
"[90.0, 1.823, 10.87, 184.226, -4.984, 45.0, 3.05, 1.024, 0.109, 0.891, 5.0, 0.0]",1.7796921286575038,1,pencil,True,50,50,0.4,1,2,31.507935200002976
"[-19.009, 90.0, 106.483, 244.2, 10.631, 45.0, 3.05, 3.746, 0.054, 0.946, 5.0, 0.0]",2.5135977298846024,1,pencil,True,50,50,0.4,1,2,29.73558239999693
"[-13.087, 25.688, 17.096, 188.043, 29.921, 45.0, 3.0, 1.438, 1.0, 0.0, 4.952, 0.0]",1.5960879612541559,1,pencil,True,50,50,0.4,1,2,31.78742790000979
"[81.459, -74.202, 170.432, 0.0, -4.733, -42.109, 3.05, 1.0, 0.024, 0.976, 5.0, 0.0]",1.8532973678956672,1,pencil,True,50,50,0.4,1,2,30.87246739998227
"[-61.444, 90.0, 38.597, 325.987, 26.075, -45.0, 3.012, 1.0, 0.095, 0.905, 5.0, 0.0]",0.8468102454959432,-1,combine,True,50,50,0.4,1,2,57.643772099982016
"[-90.0, -83.304, 16.141, 152.883, 45.0, -37.8, 3.0, 4.25, 0.163, 0.837, 5.0, 0.0]",0.9182982360812811,-1,combine,True,50,50,0.4,1,2,57.608204999996815
"[31.456, -39.389, 85.236, 291.994, 29.35, 32.881, 3.05, 4.098, 0.868, 0.132, 5.0, 0.0]",0.8566567098481755,-1,combine,True,50,50,0.4,1,2,60.048521400021855
"[-10.352, -57.012, 61.598, 317.536, 45.0, 22.928, 3.0, 5.0, 0.869, 0.131, 2.758, 0.0]",0.7940586603492923,-1,combine,True,50,50,0.4,1,2,63.366090499970596
"[35.718, 82.047, 128.384, 158.955, 44.861, -36.307, 3.0, 5.0, 0.548, 0.452, 5.0, 0.0]",0.8941059038288643,-1,combine,True,50,50,0.4,1,2,62.21353579999413
"[71.286, -90.0, 159.25, 0.0, 27.482, 18.405, 3.02, 3.459, 0.888, 0.112, 1.0, 0.0]",1.6671171068861785,-1,combine,True,50,50,0.4,1,2,62.011908899992704
"[90.0, 74.271, 41.716, 161.179, -19.728, 45.0, 3.009, 5.0, 0.837, 0.163, 5.0, 0.0]",0.9657313842355698,-1,combine,True,50,50,0.4,1,2,62.575461200030986
"[90.0, -90.0, 26.879, 324.985, 45.0, -45.0, 3.05, 4.414, 0.7, 0.3, 5.0, 0.0]",1.5533686400333877,-1,combine,True,50,50,0.4,1,2,71.50898019998567
"[53.168, 90.0, 90.116, 146.134, -45.0, 36.135, 3.05, 4.421, 0.858, 0.142, 3.385, 0.0]",0.7974060919717686,-1,combine,True,50,50,0.4,1,2,71.3268359999638
"[18.401, 7.368, 56.34, 279.702, 45.0, 10.608, 3.021, 5.0, 0.771, 0.229, 2.579, 0.0]",1.3060044482954456,-1,combine,True,50,50,0.4,1,2,71.51502260001143
"[-24.808, 90.0, 85.716, 146.845, -27.992, -45.0, 3.001, 5.0, 0.87, 0.13, 3.015, 0.0]",0.7932139308042959,-1,combine,True,50,50,0.4,1,2,72.30410710000433
"[-85.866, 73.719, 41.495, 128.627, 17.002, -45.0, 3.049, 5.0, 0.836, 0.164, 5.0, 0.0]",0.9515303867479368,-1,combine,True,50,50,0.4,1,2,72.0017758999602
"[-90.0, -55.902, 73.071, 360.0, 35.276, -45.0, 3.05, 5.0, 0.849, 0.151, 3.971, 0.0]",0.9891922300258615,-1,combine,True,50,50,0.4,1,2,78.71006419998594
"[-90.0, -55.256, 85.947, 0.0, 23.98, -45.0, 3.05, 5.0, 0.844, 0.156, 3.728, 0.0]",0.9881519172163463,-1,combine,True,50,50,0.4,1,2,73.64261560002342
"[17.462, 82.954, 70.461, 152.885, -45.0, 44.999, 3.05, 1.572, 0.891, 0.109, 1.0, 0.0]",0.9275983677282988,-1,combine,True,50,50,0.4,1,2,64.30567490000976
"[90.0, -44.688, 41.471, 280.039, -19.985, 45.0, 3.04, 5.0, 0.852, 0.148, 3.803, 0.0]",0.96549497363471,-1,combine,True,50,50,0.4,1,2,65.0813706999761
"[-19.723, 89.291, 124.309, 325.827, -45.0, 41.798, 3.05, 5.0, 0.163, 0.837, 5.0, 0.0]",0.9999113974886334,-1,combine,True,50,50,0.4,1,2,63.70698229997652
"[36.285, 90.0, 52.948, 146.493, -45.0, 15.722, 3.011, 4.27, 1.0, 0.0, 3.424, 0.0]",1.0179994160188108,-1,combine,True,50,50,0.4,1,2,57.94375360000413
"[88.119, 54.662, 163.075, 2.455, 45.0, 39.068, 3.008, 3.843, 0.155, 0.845, 5.0, 0.0]",0.8883023283086986,-1,combine,True,50,50,0.4,1,2,63.351250100007746
"[22.593, 84.204, 78.964, 150.519, -39.051, 29.815, 3.048, 5.0, 0.874, 0.126, 1.86, 0.0]",0.7768008468881704,-1,combine,True,50,50,0.4,1,2,68.09344129997771
"[-64.507, -86.785, 144.761, 150.127, -18.55, -43.503, 3.049, 3.975, 0.133, 0.867, 4.999, 0.0]",0.8107382640368791,-1,combine,True,50,50,0.4,1,2,64.36587310000323
"[-77.417, -55.429, 53.582, 359.11, 19.09, -45.0, 3.013, 5.0, 0.85, 0.15, 3.617, 0.0]",0.9230879870354644,-1,combine,True,50,50,0.4,1,2,66.9243316000211
"[30.698, -90.0, 89.56, 327.022, 26.714, 45.0, 3.05, 5.0, 0.868, 0.132, 2.901, 0.0]",0.79151820254158,-1,combine,True,50,50,0.4,1,2,67.20354650000809
"[-90.0, 19.028, 8.919, 68.426, -39.752, 29.238, 3.0, 3.262, 0.132, 0.868, 3.101, 0.0]",1.5263680502742123,-1,combine,True,50,50,0.4,1,2,63.56247820000863
"[53.509, -78.106, 65.557, 316.892, 25.742, 45.0, 3.05, 5.0, 0.874, 0.126, 3.188, 0.0]",0.8051180058723841,-1,combine,True,50,50,0.4,1,2,66.93689229997108
"[-80.475, -37.001, 162.307, 293.551, -31.336, 8.161, 3.033, 5.0, 0.385, 0.615, 4.994, 0.0]",1.0251062662232326,-1,combine,True,50,50,0.4,1,2,63.914986499992665
"[-90.0, 90.0, 26.893, 146.09, 29.18, -37.438, 3.0, 5.0, 0.818, 0.182, 5.0, 0.0]",0.9338686456192561,-1,combine,True,50,50,0.4,1,2,70.44210980000207
"[5.652, -90.0, 47.714, 326.788, 45.0, 35.187, 3.05, 5.0, 0.854, 0.146, 5.0, 0.0]",0.8155697419824434,-1,combine,True,50,50,0.4,1,2,72.42978830001084
"[85.998, 56.896, 161.445, 0.0, 12.971, 41.33, 3.046, 5.0, 0.6, 0.4, 5.0, 0.0]",0.9957341348762726,-1,combine,True,50,50,0.4,1,2,65.08306729997275
"[-90.0, -72.601, 16.893, 163.327, 17.384, -42.703, 3.041, 5.0, 0.626, 0.374, 5.0, 0.0]",1.034356851567086,-1,combine,True,50,50,0.4,1,2,56.218655800039414
"[-68.198, -57.996, 25.702, 203.193, 45.0, -15.712, 3.027, 4.784, 0.18, 0.82, 5.0, 0.0]",0.9166760838881323,-1,combine,True,50,50,0.4,1,2,51.99690319999354
"[-86.457, 90.0, 26.32, 140.481, -45.0, 45.0, 3.05, 4.968, 0.697, 0.303, 5.0, 0.0]",1.5312952543419023,-1,combine,True,50,50,0.4,1,2,56.432844099996146
"[-27.926, 47.451, 82.286, 119.351, -32.271, -32.638, 3.03, 4.808, 0.877, 0.123, 1.936, 0.0]",0.8420720919714844,-1,combine,True,50,50,0.4,1,2,58.89504760003183
"[37.941, 82.858, 122.622, 155.133, 38.154, -36.276, 3.05, 1.877, 0.154, 0.846, 5.0, 0.0]",0.8443259913833094,-1,combine,True,50,50,0.4,1,2,54.64019380003447
"[-87.391, 90.0, 167.485, 0.0, -15.553, -26.303, 3.0, 5.0, 0.387, 0.613, 5.0, 0.0]",1.6787459863221712,-1,combine,True,50,50,0.4,1,2,56.10152649995871
"[-78.999, -52.241, 40.623, 0.0, 27.57, -40.072, 3.014, 5.0, 0.829, 0.171, 5.0, 0.0]",0.9078500691459668,-1,combine,True,50,50,0.4,1,2,58.92727990000276
"[85.843, 46.091, 5.145, 360.0, -45.0, -45.0, 3.0, 5.0, 1.0, 0.0, 2.404, 0.0]",1.7138729034268962,-1,combine,True,50,50,0.4,1,2,59.18450690002646
"[15.843, 90.0, 148.292, 324.605, -45.0, 28.728, 3.05, 5.0, 0.652, 0.348, 5.0, 0.0]",1.2260731016987434,-1,combine,True,50,50,0.4,1,2,57.03946770000039
"[-5.327, 83.117, 48.194, 143.521, -45.0, -34.355, 3.0, 5.0, 0.855, 0.145, 5.0, 0.0]",0.7852111858839178,-1,combine,True,50,50,0.4,1,2,60.26526230003219
"[-76.118, -1.778, 171.939, 360.0, 45.0, 45.0, 3.0, 4.792, 0.647, 0.353, 1.0, 0.0]",1.4685185264988332,-1,combine,True,50,50,0.4,1,2,58.21402459999081
"[67.538, -65.689, 51.763, 309.392, 45.0, 26.428, 3.05, 1.0, 0.917, 0.083, 1.0, 0.0]",1.1855605381339551,-1,combine,True,50,50,0.4,1,2,54.431509000016376
"[-43.132, 78.796, 81.88, 140.049, -45.0, -34.291, 3.011, 4.838, 0.893, 0.107, 1.0, 0.0]",0.7813384596059866,-1,combine,True,50,50,0.4,1,2,52.47387390001677
"[-44.5, 80.22, 81.462, 140.579, -44.176, -35.122, 3.05, 4.381, 0.884, 0.116, 2.292, 0.0]",0.7781802088302386,-1,combine,True,50,50,0.4,1,2,57.14229220000561
"[-47.877, 79.197, 79.091, 140.003, -38.556, -38.989, 3.05, 5.0, 0.875, 0.125, 2.607, 0.0]",0.7831568771921725,-1,combine,True,50,50,0.4,1,2,55.450500899984036
"[-13.692, -85.516, 121.835, 148.892, 13.129, -45.0, 3.05, 1.0, 0.082, 0.918, 5.0, 0.0]",0.8446781230221125,-1,combine,True,50,50,0.4,1,2,53.30853179999394
"[-44.683, 90.0, 83.059, 146.86, -45.0, -35.174, 3.05, 5.0, 0.891, 0.109, 1.0, 0.0]",0.8028964022756334,-1,combine,True,50,50,0.4,1,2,53.26857200002996
"[44.615, 85.674, 130.526, 152.721, 45.0, -33.504, 3.0, 2.169, 0.165, 0.835, 5.0, 0.0]",0.8454442825245885,-1,combine,True,50,50,0.4,1,2,58.54127069999231
"[90.0, 39.042, 137.55, 196.351, 19.074, 45.0, 3.0, 5.0, 0.847, 0.153, 4.159, 0.0]",0.9648485464439334,-1,combine,True,50,50,0.4,1,2,57.91206200001761
"[-9.951, 42.858, 143.521, 360.0, 45.0, 22.23, 3.0, 5.0, 0.709, 0.291, 5.0, 0.0]",1.349214640861808,-1,combine,True,50,50,0.4,1,2,57.746305599983316
"[90.0, -31.368, 16.265, 87.149, -18.523, 45.0, 3.0, 5.0, 0.628, 0.372, 5.0, 0.0]",1.0380312708010704,-1,combine,True,50,50,0.4,1,2,57.32242260000203
"[-80.658, -49.938, 40.03, 2.97, 26.523, -40.504, 3.018, 5.0, 0.825, 0.175, 5.0, 0.0]",0.9103984405011006,-1,combine,True,50,50,0.4,1,2,53.69301479996648
"[-90.0, 20.485, 75.73, 76.287, 32.993, -45.0, 3.0, 5.0, 0.847, 0.153, 3.966, 0.0]",0.9892640106617581,-1,combine,True,50,50,0.4,1,2,54.797932900022715
"[83.792, -10.386, 40.765, 244.226, -19.479, 45.0, 3.0, 4.995, 0.839, 0.161, 4.408, 0.0]",0.9232050951182914,-1,combine,True,50,50,0.4,1,2,52.01223910000408
"[40.906, -1.359, 166.418, 0.0, -41.993, -21.12, 3.05, 5.0, 0.669, 0.331, 5.0, 0.0]",1.2776412330592615,-1,combine,True,50,50,0.4,1,2,56.31942220003111
"[-90.0, 71.737, 138.734, 127.122, -20.239, -45.0, 3.05, 5.0, 0.848, 0.152, 4.166, 0.0]",0.9653707871099242,-1,combine,True,50,50,0.4,1,2,56.143062499992084
"[-30.298, -45.265, 83.126, 351.976, 36.359, -27.646, 3.002, 4.681, 0.873, 0.127, 1.705, 0.0]",0.780028097500655,-1,combine,True,50,50,0.4,1,2,56.657365999999456
"[90.0, 90.0, 117.492, 146.34, 45.0, 45.0, 3.05, 5.0, 0.852, 0.148, 4.124, 0.0]",0.9951783087210146,-1,combine,True,50,50,0.4,1,2,59.84240069997031
"[5.931, 87.67, 11.878, 145.768, 45.0, 45.0, 3.05, 5.0, 0.0, 1.0, 5.0, 0.0]",1.4706316893297897,-1,combine,True,50,50,0.4,1,2,60.41837299999315
"[-16.784, -83.79, 75.178, 329.968, 45.0, -20.269, 3.05, 5.0, 0.869, 0.131, 1.933, 0.0]",0.7853832137345437,-1,combine,True,50,50,0.4,1,2,56.51427180005703
"[-10.612, -85.812, 120.002, 148.796, 14.808, -44.996, 3.05, 3.473, 0.127, 0.873, 5.0, 0.0]",0.8158134137747585,-1,combine,True,50,50,0.4,1,2,53.502916699973866
"[-90.0, -68.361, 9.064, 340.074, -39.972, 29.366, 3.0, 4.973, 0.411, 0.589, 4.999, 0.0]",1.5263192136811896,-1,combine,True,50,50,0.4,1,2,53.31657799996901
"[-90.0, -57.826, 28.699, 0.0, 45.0, 45.0, 3.046, 5.0, 0.139, 0.861, 2.969, 0.0]",0.8886737684023062,-1,combine,True,50,50,0.4,1,2,54.3462211000151
"[90.0, 90.0, 117.492, 146.34, 45.0, 45.0, 3.05, 5.0, 0.852, 0.148, 4.123, 0.0]",0.9951783040218222,-1,combine,True,50,50,0.4,1,2,59.08211759995902
"[53.85, -66.467, 148.692, 218.341, 11.612, -30.638, 3.0, 5.0, 0.342, 0.658, 5.0, 0.0]",0.983205726122537,-1,combine,True,50,50,0.4,1,2,56.98033180000493
"[-52.585, 90.0, 45.899, 330.285, 45.0, -45.0, 3.0, 1.0, 0.0, 1.0, 3.471, 0.0]",0.8937073401552674,-1,combine,True,50,50,0.4,1,2,50.32430400000885
"[64.676, -61.233, 152.898, 210.987, 6.329, -25.169, 3.05, 5.0, 0.608, 0.392, 5.0, 0.0]",1.0038809457931848,-1,combine,True,50,50,0.4,1,2,55.85855250002351
"[-79.4, -27.926, 18.465, 86.635, -45.0, 22.166, 3.038, 3.909, 0.607, 0.393, 2.937, 0.0]",1.3758169438208556,-1,combine,True,50,50,0.4,1,2,51.57372360001318
"[-90.0, 54.878, 140.478, 110.182, -21.482, -44.034, 3.034, 5.0, 0.84, 0.16, 5.0, 0.0]",0.9644212085085216,-1,combine,True,50,50,0.4,1,2,52.6117857999634
"[-35.415, 81.083, 52.013, 133.347, 45.0, 36.245, 3.0, 5.0, 0.55, 0.45, 5.0, 0.0]",0.8971733978890845,-1,combine,True,50,50,0.4,1,2,57.146486999990884
"[-90.0, -71.266, 137.676, 344.164, -19.188, -45.0, 3.0, 5.0, 0.846, 0.154, 4.205, 0.0]",0.9648381152257355,-1,combine,True,50,50,0.4,1,2,57.02715450001415
"[81.289, -90.0, 26.361, 0.0, -4.164, 40.319, 3.049, 2.401, 0.864, 0.136, 5.0, 0.0]",1.665493544463015,-1,combine,True,50,50,0.4,1,2,54.653975799970794
"[-76.814, 33.115, 160.175, 360.0, -16.168, 20.973, 3.0, 5.0, 0.597, 0.403, 5.0, 0.0]",1.0556795600764972,-1,combine,True,50,50,0.4,1,2,56.37924280000152
"[-43.947, 80.982, 83.576, 141.176, -45.0, -34.847, 3.01, 5.0, 0.885, 0.115, 1.425, 0.0]",0.7814684707348502,-1,combine,True,50,50,0.4,1,2,57.42393879999872
"[-90.0, -55.424, 137.682, 360.0, -19.191, -45.0, 3.0, 5.0, 0.846, 0.154, 4.209, 0.0]",0.9648379540664032,-1,combine,True,50,50,0.4,1,2,57.64824690000387
"[-9.339, -85.821, 119.194, 148.815, 15.427, -45.0, 3.0, 3.458, 0.129, 0.871, 5.0, 0.0]",0.8147116726083846,-1,combine,True,50,50,0.4,1,2,53.76234800001839
"[-73.873, 89.982, 22.568, 145.45, 45.0, -42.975, 3.05, 5.0, 0.337, 0.663, 5.0, 0.0]",1.2479655409904749,-1,combine,True,50,50,0.4,1,2,56.84874610003317
"[-75.906, -1.493, 172.368, 360.0, 45.0, 45.0, 3.05, 5.0, 0.643, 0.357, 1.0, 0.0]",1.460054878084369,-1,combine,True,50,50,0.4,1,2,53.779212299967185
"[-8.834, 90.0, 37.558, 0.0, -25.787, -31.082, 3.048, 1.0, 0.112, 0.888, 4.981, 0.0]",1.6799586311679489,-1,combine,True,50,50,0.4,1,2,49.378138299973216
"[-48.171, -90.0, 95.571, 327.638, 45.0, -34.869, 3.032, 4.02, 0.868, 0.132, 5.0, 0.0]",0.8050276555671355,-1,combine,True,50,50,0.4,1,2,55.8052937000175
"[-90.0, -55.268, 44.992, 0.064, 15.748, -45.0, 3.05, 5.0, 0.911, 0.089, 1.0, 0.0]",0.9893232856494448,-1,combine,True,50,50,0.4,1,2,52.223836400022265
"[90.0, -21.886, 44.814, 256.105, 27.87, 45.0, 3.0, 1.0, 0.924, 0.076, 1.0, 0.0]",1.311457300146536,-1,combine,True,50,50,0.4,1,2,53.14081640000222
"[-25.367, -40.714, 91.879, 0.0, 28.774, -31.962, 3.05, 4.043, 0.86, 0.14, 3.491, 0.0]",0.7953392131728364,-1,combine,True,50,50,0.4,1,2,56.28345519996947
"[-65.503, 6.337, 40.413, 111.295, -3.918, -8.745, 3.0, 5.0, 0.803, 0.197, 1.0, 0.0]",1.4391541876253326,-1,combine,True,50,50,0.4,1,2,54.10512399999425
"[-33.488, 88.895, 0.0, 274.496, -14.724, 42.976, 3.05, 4.987, 0.217, 0.783, 3.327, 0.0]",2.183067842556796,-1,combine,True,50,50,0.4,1,2,46.22785839997232
"[61.0, 90.0, 56.5, 141.267, 45.0, -45.0, 3.05, 4.245, 0.676, 0.324, 5.0, 0.0]",1.4679132176660465,-1,combine,True,50,50,0.4,1,2,58.63951230002567
"[-90.0, -55.903, 106.877, 360.0, -35.225, -45.0, 3.05, 5.0, 0.849, 0.151, 3.966, 0.0]",0.9891920518689189,-1,combine,True,50,50,0.4,1,2,56.875759200018365
"[-90.0, -90.0, 70.806, 326.431, 37.179, -45.0, 3.049, 5.0, 0.841, 0.159, 5.0, 0.0]",0.9905801526258997,-1,combine,True,50,50,0.4,1,2,54.73278429999482
"[-23.171, 51.156, 88.69, 130.55, -45.0, -22.919, 3.05, 4.045, 0.883, 0.117, 1.975, 0.0]",0.8387805013823998,-1,combine,True,50,50,0.4,1,2,57.04983860003995
"[-44.698, 90.0, 83.067, 146.856, -45.0, -35.178, 3.05, 5.0, 0.891, 0.109, 1.0, 0.0]",0.8028967046202284,-1,combine,True,50,50,0.4,1,2,54.34498029999668
"[90.0, 14.43, 16.109, 41.782, -45.0, 37.892, 3.0, 5.0, 0.173, 0.827, 5.0, 0.0]",0.9192841576418287,-1,combine,True,50,50,0.4,1,2,53.88679720001528
"[-36.92, 4.679, 61.43, 114.468, 1.269, -4.701, 3.027, 5.0, 0.677, 0.323, 5.0, 0.0]",1.1431969485966793,-1,combine,True,50,50,0.4,1,2,57.1929541999707
"[-80.233, 35.472, 99.372, 96.664, -32.407, -45.0, 3.047, 5.0, 0.836, 0.164, 4.998, 0.0]",0.9574306971459455,-1,combine,True,50,50,0.4,1,2,54.00326299999142
"[54.642, -82.425, 59.513, 321.107, 20.475, 44.99, 3.0, 5.0, 0.874, 0.126, 4.713, 0.0]",0.8218272054445022,-1,combine,True,50,50,0.4,1,2,51.18242420000024
"[-90.0, 76.275, 164.024, 312.051, -19.053, -45.0, 3.045, 5.0, 0.627, 0.373, 5.0, 0.0]",1.0377749261276148,-1,combine,True,50,50,0.4,1,2,57.19621339999139
"[90.0, -43.635, 9.281, 94.493, -45.0, -45.0, 3.05, 5.0, 0.72, 0.28, 4.524, 0.0]",1.6205266268507557,-1,combine,True,50,50,0.4,1,2,56.19947910000337
"[23.122, 27.012, 32.139, 120.325, 45.0, -45.0, 3.0, 5.0, 0.601, 0.399, 5.0, 0.0]",1.0537017810583884,-1,combine,True,50,50,0.4,1,2,56.83735180000076
"[54.95, -90.0, 66.726, 326.718, 25.923, 45.0, 3.05, 5.0, 0.868, 0.132, 3.42, 0.0]",0.8315404953022171,-1,combine,True,50,50,0.4,1,2,54.37087230000179
