parameters,fit_value,mirror,function,dipole_force,Particles,iterations,Inertia,Cognitive,Social,Runtime
"[-13.718, 61.045, 131.34, 180.858, -28.299, -43.798, 3.029, 5.0, 1.0, 0.0, 1.0, 0.0]",0.28724626666720393,1,fan,True,50,50,0.4,1,2,26.296964599983767
"[21.345, 46.751, 150.033, 360.0, 9.11, 37.302, 3.0, 4.998, 0.0, 1.0, 5.0, 0.0]",0.34641574448275675,1,fan,True,50,50,0.4,1,2,25.175962499983143
"[-45.64, 10.216, 118.017, 132.192, 42.058, -20.539, 3.008, 5.0, 1.0, 0.0, 4.959, 0.0]",0.29187833674256375,1,fan,True,50,50,0.4,1,2,25.596699699992314
"[75.309, 76.559, 145.089, 190.364, -45.0, 24.315, 3.04, 4.436, 0.0, 1.0, 1.0, 0.0]",0.41744122423217933,1,fan,True,50,50,0.4,1,2,24.788534499995876
"[90.0, -49.971, 27.352, 290.8, 36.793, 45.0, 3.049, 3.375, 0.318, 0.682, 4.514, 0.0]",0.3749745018757652,1,fan,True,50,50,0.4,1,2,24.98025650001364
"[90.0, -34.762, 151.783, 294.276, -29.773, 38.158, 3.05, 5.0, 1.0, 0.0, 3.097, 0.0]",0.3644059367086682,1,fan,True,50,50,0.4,1,2,25.57325650000712
"[55.537, -11.307, 175.117, 310.614, 45.0, 10.037, 3.027, 1.887, 0.722, 0.278, 1.13, 0.0]",0.6850776441820848,1,fan,True,50,50,0.4,1,2,23.00703560002148
"[-21.248, 25.295, 19.686, 302.428, 9.84, -45.0, 3.039, 1.247, 0.241, 0.759, 3.594, 0.0]",0.5623068168614841,1,fan,True,50,50,0.4,1,2,24.385995000018738
"[23.458, -29.691, 24.35, 126.055, -6.744, 45.0, 3.033, 1.44, 0.265, 0.735, 3.306, 0.0]",0.5544548024507732,1,fan,True,50,50,0.4,1,2,24.481482600036543
"[-90.0, 7.862, 18.117, 360.0, 45.0, 30.056, 3.0, 3.087, 1.0, 0.0, 1.0, 0.0]",0.4408173255536209,1,fan,True,50,50,0.4,1,2,25.825154500023928
"[44.103, -59.524, 120.281, 345.508, -44.913, 45.0, 3.05, 4.705, 0.0, 1.0, 3.767, 0.0]",0.18676935993120355,1,fan,True,50,50,0.4,1,2,25.344524600019213
"[-18.8, -90.0, 23.42, 12.353, 37.162, -45.0, 3.05, 5.0, 1.0, 0.0, 5.0, 0.0]",0.43465418557123664,1,fan,True,50,50,0.4,1,2,30.12628099997528
"[-90.0, 60.783, 13.643, 290.222, 45.0, -45.0, 3.023, 5.0, 0.048, 0.952, 4.008, 0.0]",0.964423830316233,1,fan,True,50,50,0.4,1,2,24.962207400007173
"[-5.835, 45.646, 131.71, 0.0, 45.0, -40.228, 3.05, 5.0, 1.0, 0.0, 1.002, 0.0]",0.6809864186395913,1,fan,True,50,50,0.4,1,2,28.072424600017257
"[37.233, -58.365, 113.359, 344.761, -34.577, 44.997, 3.0, 5.0, 1.0, 0.0, 5.0, 0.0]",0.165187174922993,1,fan,True,50,50,0.4,1,2,24.894528400036506
"[-3.308, 21.518, 0.0, 111.291, -33.615, 45.0, 3.043, 5.0, 0.105, 0.895, 4.558, 0.0]",1.422719575836273,1,fan,True,50,50,0.4,1,2,27.660512800037395
"[-90.0, 89.566, 21.152, 215.761, -45.0, -21.314, 3.002, 3.975, 0.615, 0.385, 3.94, 0.0]",0.39730057029020394,1,fan,True,50,50,0.4,1,2,25.267177400004584
"[14.195, -56.42, 132.863, 0.0, 29.222, 39.464, 3.046, 5.0, 0.994, 0.006, 5.0, 0.0]",0.29096487950986255,1,fan,True,50,50,0.4,1,2,27.285981499997433
"[-33.642, -40.069, 67.662, 334.649, 34.351, 44.831, 3.001, 4.973, 0.0, 1.0, 4.99, 0.0]",0.10243441808407018,1,fan,True,50,50,0.4,1,2,24.43889879999915
"[11.702, 90.0, 110.145, 336.416, -4.087, 45.0, 3.05, 5.0, 0.311, 0.689, 1.0, 0.0]",0.40793988753037397,1,fan,True,50,50,0.4,1,2,28.00363470002776
"[-4.633, 11.503, 169.908, 59.401, 16.649, -0.848, 3.009, 1.112, 0.0, 1.0, 5.0, 0.0]",0.3525026771618232,1,fan,True,50,50,0.4,1,2,24.732114600017667
"[90.0, 30.333, 22.72, 45.444, -16.192, 16.739, 3.02, 5.0, 0.683, 0.317, 4.124, 0.0]",0.5549520201850906,1,fan,True,50,50,0.4,1,2,25.657791499979794
"[-34.276, 0.099, 39.749, 0.0, 3.766, 45.0, 3.0, 5.0, 1.0, 0.0, 5.0, 0.0]",0.478164008567814,1,fan,True,50,50,0.4,1,2,28.801015400036704
"[-86.154, 82.463, 26.902, 137.775, -31.033, -44.862, 3.029, 3.628, 0.0, 1.0, 5.0, 0.0]",0.3469200196997977,1,fan,True,50,50,0.4,1,2,25.938861900009215
"[14.49, -55.126, 133.632, 0.0, 29.688, 38.145, 3.034, 5.0, 0.005, 0.995, 3.364, 0.0]",0.29467251149647467,1,fan,True,50,50,0.4,1,2,26.83026760001667
"[80.236, -50.305, 160.015, 90.075, -45.0, -12.888, 3.05, 2.846, 0.0, 1.0, 3.177, 0.0]",0.5425087713045903,1,fan,True,50,50,0.4,1,2,29.592401099973358
"[82.343, 48.543, 10.433, 0.0, -45.0, 45.0, 3.041, 5.0, 0.0, 1.0, 5.0, 0.0]",0.870438544857593,1,fan,True,50,50,0.4,1,2,27.480849399988074
"[26.74, -90.0, 90.007, 328.348, 28.67, 45.0, 3.05, 5.0, 0.884, 0.116, 4.495, 0.0]",0.05667525613472506,-1,combine,True,50,50,0.4,1,2,50.43259979999857
"[-5.403, -53.383, 60.141, 345.399, 45.0, -22.524, 3.015, 2.675, 0.856, 0.144, 5.0, 0.0]",0.1316438518543611,-1,combine,True,50,50,0.4,1,2,47.94945050001843
"[-29.803, -14.28, 89.595, 360.0, 28.559, -14.321, 3.016, 5.0, 0.904, 0.096, 1.0, 0.0]",0.06998013169915776,-1,combine,True,50,50,0.4,1,2,45.49665380001534
"[-71.846, -2.798, 146.573, 124.185, -39.274, 25.708, 3.022, 5.0, 0.13, 0.87, 5.0, 0.0]",0.08207525621211247,-1,combine,True,50,50,0.4,1,2,46.35957009997219
"[90.0, 90.0, 91.673, 145.824, 23.128, 45.0, 3.0, 5.0, 0.857, 0.143, 4.443, 0.0]",0.28547798519182843,-1,combine,True,50,50,0.4,1,2,46.21485530002974
"[-19.395, -39.179, 50.931, 360.0, 30.915, -30.763, 3.003, 5.0, 0.863, 0.137, 1.412, 0.0]",0.1728731953148893,-1,combine,True,50,50,0.4,1,2,48.49434989999281
"[-88.277, 19.199, 156.872, 185.84, -34.911, 32.346, 3.0, 5.0, 0.854, 0.146, 5.0, 0.0]",0.3446134192672497,-1,combine,True,50,50,0.4,1,2,44.54035929997917
"[43.613, -75.159, 73.211, 320.895, 36.656, 41.556, 3.0, 5.0, 0.882, 0.118, 5.0, 0.0]",0.07951462654611859,-1,combine,True,50,50,0.4,1,2,47.32267000002321
"[48.969, -90.0, 86.995, 323.51, 45.0, 31.863, 3.001, 5.0, 0.89, 0.11, 3.04, 0.0]",0.04411933933035165,-1,combine,True,50,50,0.4,1,2,49.52848090004409
"[24.153, -49.292, 103.287, 336.075, 31.669, -3.786, 3.001, 4.292, 0.868, 0.132, 1.0, 0.0]",0.13054510797327376,-1,combine,True,50,50,0.4,1,2,47.975595899973996
"[-23.026, -90.0, 124.861, 0.0, 15.661, -19.808, 3.0, 5.0, 0.865, 0.135, 2.803, 0.0]",0.23021563914447452,-1,combine,True,50,50,0.4,1,2,50.64693009998882
"[-5.986, 77.701, 51.09, 236.421, 26.098, -5.476, 3.05, 4.999, 0.841, 0.159, 4.801, 0.0]",0.2411748165505456,-1,combine,True,50,50,0.4,1,2,46.11644579999847
"[-90.0, -6.337, 84.027, 48.351, 26.995, -45.0, 3.0, 5.0, 0.856, 0.144, 5.0, 0.0]",0.28456383903786914,-1,combine,True,50,50,0.4,1,2,48.297416499990504
"[30.913, 73.847, 81.95, 163.517, -35.839, 40.048, 3.05, 4.99, 0.908, 0.092, 1.0, 0.0]",0.05365097098000968,-1,combine,True,50,50,0.4,1,2,46.09127420000732
"[-35.313, -55.091, 87.945, 360.0, 28.609, -42.841, 3.0, 5.0, 0.873, 0.127, 5.0, 0.0]",0.07967361508196961,-1,combine,True,50,50,0.4,1,2,50.94075539999176
"[48.063, -90.0, 108.457, 232.638, -23.05, -17.07, 3.0, 5.0, 0.88, 0.12, 4.28, 0.0]",0.07980647165558263,-1,combine,True,50,50,0.4,1,2,44.85095089999959
"[-90.0, -55.489, 115.246, 0.0, -45.0, -43.62, 3.05, 5.0, 0.928, 0.072, 1.0, 0.0]",0.31960927413858575,-1,combine,True,50,50,0.4,1,2,50.508507499995176
"[-22.727, -90.0, 124.891, 360.0, 15.786, -19.965, 3.05, 5.0, 0.866, 0.134, 2.731, 0.0]",0.2302916313759647,-1,combine,True,50,50,0.4,1,2,49.954375999979675
"[-0.463, 87.142, 54.988, 232.164, 20.997, -10.638, 3.0, 5.0, 0.865, 0.135, 2.902, 0.0]",0.24102303889436663,-1,combine,True,50,50,0.4,1,2,47.19039960001828
"[-46.989, -37.251, 109.974, 0.0, 39.888, -33.639, 3.021, 5.0, 0.877, 0.123, 5.0, 0.0]",0.08361623071026121,-1,combine,True,50,50,0.4,1,2,48.19706859998405
"[33.037, 26.374, 47.389, 171.025, -45.0, 43.047, 3.032, 5.0, 0.861, 0.139, 1.0, 0.0]",0.12374547021940706,-1,combine,True,50,50,0.4,1,2,47.60795109998435
"[-0.894, -89.856, 55.398, 314.22, 44.567, 16.91, 3.049, 5.0, 0.888, 0.112, 3.982, 0.0]",0.05219020328598648,-1,combine,True,50,50,0.4,1,2,46.88357529998757
"[-32.023, -78.724, 83.992, 343.907, 34.453, -44.996, 3.0, 4.902, 0.886, 0.114, 3.089, 0.0]",0.036741871332449536,-1,combine,True,50,50,0.4,1,2,49.523242700030096
"[-90.0, -10.855, 135.824, 44.496, -16.741, -44.988, 3.0, 5.0, 0.857, 0.143, 4.519, 0.0]",0.2675003254368902,-1,combine,True,50,50,0.4,1,2,47.766021999996156
"[-28.28, 80.235, 81.514, 360.0, 45.0, 45.0, 3.0, 5.0, 0.862, 0.138, 5.0, 0.0]",0.16860203845214689,-1,combine,True,50,50,0.4,1,2,50.5404603999923
"[-12.803, -13.889, 122.589, 313.042, 40.976, 33.751, 3.002, 4.77, 0.89, 0.11, 3.854, 0.0]",0.04756208084486527,-1,combine,True,50,50,0.4,1,2,46.50945179996779
"[12.674, 85.588, 120.845, 328.892, -14.199, 45.0, 3.0, 4.998, 0.146, 0.854, 5.0, 0.0]",0.11603661979204342,-1,combine,True,50,50,0.4,1,2,48.20261819998268
"[-85.328, 81.087, 19.653, 316.12, 45.0, -36.771, 3.0, 5.0, 0.147, 0.853, 5.0, 0.0]",0.19363142606282716,-1,combine,True,50,50,0.4,1,2,48.44675850000931
"[-18.771, 55.918, 113.742, 145.356, -45.0, 10.25, 3.05, 4.658, 0.854, 0.146, 1.0, 0.0]",0.07956686101414448,-1,combine,True,50,50,0.4,1,2,48.416311600012705
"[30.223, -86.325, 97.917, 0.0, 37.955, -18.032, 3.05, 2.75, 0.856, 0.144, 5.0, 0.0]",0.18025802701144877,-1,combine,True,50,50,0.4,1,2,49.61574410001049
"[53.459, -29.844, 55.182, 99.772, -11.424, 27.953, 3.024, 2.985, 0.131, 0.869, 5.0, 0.0]",0.2833638680951584,-1,combine,True,50,50,0.4,1,2,47.663738600036595
"[-38.529, -83.711, 73.973, 241.357, -20.98, 11.581, 3.0, 5.0, 0.886, 0.114, 3.818, 0.0]",0.07565376240879151,-1,combine,True,50,50,0.4,1,2,47.120764999999665
"[5.869, 11.848, 105.121, 261.767, 0.628, 45.0, 3.037, 5.0, 0.869, 0.131, 4.863, 0.0]",0.12167774968862172,-1,combine,True,50,50,0.4,1,2,47.28340559999924
"[-7.398, -55.606, 61.538, 313.581, 41.044, 26.613, 3.05, 5.0, 0.865, 0.135, 2.712, 0.0]",0.08910811233666473,-1,combine,True,50,50,0.4,1,2,51.75477299996419
"[90.0, -87.39, 128.284, 322.363, 9.459, 45.0, 3.0, 5.0, 0.922, 0.078, 1.0, 0.0]",0.29159461383846513,-1,combine,True,50,50,0.4,1,2,46.39537960005691
"[90.0, 55.308, 16.997, 360.0, -17.162, 42.31, 3.046, 5.0, 0.632, 0.368, 5.0, 0.0]",0.33829608279986306,-1,combine,True,50,50,0.4,1,2,48.30777069996111
"[90.0, 53.254, 164.02, 360.0, 21.486, 31.229, 3.05, 3.94, 0.0, 1.0, 5.0, 0.0]",0.3864095497289293,-1,combine,True,50,50,0.4,1,2,51.36426229996141
"[26.819, 82.166, 93.759, 153.879, -26.514, 44.997, 3.0, 5.0, 1.0, 0.0, 1.918, 0.0]",0.2769691257773441,-1,combine,True,50,50,0.4,1,2,47.077017100004014
"[-44.911, 1.997, 103.1, 342.3, 45.0, 14.467, 3.0, 5.0, 0.891, 0.109, 2.482, 0.0]",0.05563519692969884,-1,combine,True,50,50,0.4,1,2,47.46224369999254
"[13.39, -38.447, 122.855, 223.204, -35.147, 19.81, 3.018, 5.0, 0.89, 0.11, 3.43, 0.0]",0.08037231401990023,-1,combine,True,50,50,0.4,1,2,46.3722663000226
"[-26.352, 23.149, 85.673, 342.277, 33.136, 25.81, 3.001, 4.005, 0.899, 0.101, 1.987, 0.0]",0.046725650380683575,-1,combine,True,50,50,0.4,1,2,47.12122809997527
"[-18.643, -43.704, 86.408, 360.0, 39.237, -31.177, 3.05, 3.139, 0.886, 0.114, 4.993, 0.0]",0.04637998009462413,-1,combine,True,50,50,0.4,1,2,49.34125679999124
"[-68.134, -51.978, 67.344, 87.389, -16.205, 16.533, 3.047, 4.211, 0.859, 0.141, 5.0, 0.0]",0.2665014542687867,-1,combine,True,50,50,0.4,1,2,46.66316260001622
"[-46.939, -85.475, 128.958, 0.0, -45.0, 45.0, 3.047, 1.056, 0.149, 0.851, 3.787, 0.0]",0.21289649317006254,-1,combine,True,50,50,0.4,1,2,46.23429709998891
"[-90.0, 90.0, 74.533, 145.423, 34.961, -45.0, 3.05, 5.0, 0.854, 0.146, 5.0, 0.0]",0.29157426403087244,-1,combine,True,50,50,0.4,1,2,49.000024000008125
"[90.0, 51.339, 105.649, 65.384, 36.468, -45.0, 3.05, 5.0, 0.873, 0.127, 5.0, 0.0]",0.3690418972382018,-1,combine,True,50,50,0.4,1,2,44.51077409996651
"[-62.361, 90.0, 111.046, 251.158, -19.304, 45.0, 3.05, 4.77, 0.876, 0.124, 4.994, 0.0]",0.4556416183578582,-1,combine,True,50,50,0.4,1,2,48.87874600000214
"[90.0, -1.051, 83.567, 235.558, -27.378, 45.0, 3.05, 5.0, 0.856, 0.144, 5.0, 0.0]",0.2847919488004228,-1,combine,True,50,50,0.4,1,2,46.746085999999195
"[4.989, -82.258, 66.118, 0.0, 24.694, -0.157, 3.009, 5.0, 0.862, 0.138, 1.252, 0.0]",0.1854479971119555,-1,combine,True,50,50,0.4,1,2,46.475567399989814
"[-90.0, -55.166, 49.011, 0.0, 12.975, -45.0, 3.05, 5.0, 1.0, 0.0, 3.265, 0.0]",0.34254122647985047,-1,combine,True,50,50,0.4,1,2,47.663413600006606
"[90.0, -90.0, 84.994, 254.575, 28.018, 8.947, 3.05, 5.0, 0.922, 0.078, 1.0, 0.0]",0.30989826514083507,1,combine,True,50,50,0.4,1,2,45.2441092999652
"[45.37, -88.777, 87.06, 314.523, -42.742, -23.154, 3.0, 5.0, 0.896, 0.104, 2.921, 0.0]",0.046070910236829424,1,combine,True,50,50,0.4,1,2,49.42062569997506
"[73.688, 23.089, 16.769, 166.382, 45.0, 3.016, 3.0, 5.0, 0.847, 0.153, 5.0, 0.0]",0.1760668385093717,1,combine,True,50,50,0.4,1,2,49.374370499979705
"[61.507, -44.101, 84.115, 204.548, 44.528, 2.645, 3.05, 5.0, 0.885, 0.115, 2.632, 0.0]",0.07875530667346864,1,combine,True,50,50,0.4,1,2,47.44992370001273
"[47.899, -62.92, 94.515, 343.468, 45.0, -4.239, 3.033, 3.472, 0.866, 0.134, 1.555, 0.0]",0.15316001153615827,1,combine,True,50,50,0.4,1,2,49.89986439998029
"[38.484, -72.369, 97.801, 350.075, 45.0, -12.002, 3.01, 3.295, 0.86, 0.14, 1.829, 0.0]",0.142570796545924,1,combine,True,50,50,0.4,1,2,49.12191119999625
"[46.901, -90.0, 108.341, 237.856, 20.523, 13.055, 3.05, 5.0, 0.882, 0.118, 5.0, 0.0]",0.08201832218294845,1,combine,True,50,50,0.4,1,2,48.72406239999691
"[90.0, -90.0, 149.171, 26.457, 27.728, -0.03, 3.0, 5.0, 0.853, 0.147, 3.177, 0.0]",0.2906429202522395,1,combine,True,50,50,0.4,1,2,49.33290139999008
"[44.12, -4.427, 88.508, 171.149, 18.021, 6.196, 3.045, 4.996, 0.886, 0.114, 4.124, 0.0]",0.06047756901487258,1,combine,True,50,50,0.4,1,2,44.853057499974966
"[-3.035, 9.865, 130.36, 131.162, 45.0, 37.915, 3.026, 5.0, 0.878, 0.122, 3.955, 0.0]",0.044340277141888,1,combine,True,50,50,0.4,1,2,48.285903799987864
"[-6.51, -70.268, 58.479, 0.006, 26.114, -7.727, 3.05, 5.0, 0.861, 0.139, 1.427, 0.0]",0.18887851681853732,1,combine,True,50,50,0.4,1,2,46.06829080003081
"[-10.867, -8.739, 50.864, 60.805, -25.581, -41.577, 3.011, 4.719, 0.862, 0.138, 2.835, 0.0]",0.24735703292970862,1,combine,True,50,50,0.4,1,2,46.260565700009465
"[-55.928, 89.855, 97.771, 92.341, 26.529, -9.852, 3.022, 5.0, 0.891, 0.109, 3.073, 0.0]",0.22241960701760438,1,combine,True,50,50,0.4,1,2,47.51698940002825
"[-13.914, 3.466, 74.594, 0.0, 26.012, -45.0, 3.05, 5.0, 0.859, 0.141, 1.314, 0.0]",0.1692373796800069,1,combine,True,50,50,0.4,1,2,49.554099300003145
"[-70.777, 66.861, 81.36, 0.0, -45.0, -45.0, 3.0, 5.0, 1.0, 0.0, 5.0, 0.0]",0.40444990154838595,1,combine,True,50,50,0.4,1,2,48.02810329996282
"[-48.832, -2.337, 108.022, 341.359, -38.517, -11.738, 3.042, 5.0, 0.896, 0.104, 2.474, 0.0]",0.059393945020290016,1,combine,True,50,50,0.4,1,2,47.00254939997103
"[-90.0, 90.0, 87.008, 101.063, 19.855, 12.544, 3.05, 5.0, 0.879, 0.121, 5.0, 0.0]",0.23165706357407417,1,combine,True,50,50,0.4,1,2,46.087970299995504
"[28.324, 90.0, 78.483, 197.756, -21.523, -22.906, 3.05, 3.843, 0.829, 0.171, 5.0, 0.0]",0.23370959898827204,1,combine,True,50,50,0.4,1,2,49.285313899978064
"[-46.754, 87.831, 87.343, 139.49, 45.0, 28.787, 3.05, 4.909, 0.892, 0.108, 3.269, 0.0]",0.044978327108676434,1,combine,True,50,50,0.4,1,2,49.29261960001895
"[1.333, 14.359, 43.2, 149.297, -45.0, 17.507, 3.05, 4.962, 0.773, 0.227, 5.0, 0.0]",0.18512726749803218,1,combine,True,50,50,0.4,1,2,48.400219100003596
"[-48.185, 62.262, 94.255, 163.29, -45.0, 4.57, 3.05, 3.397, 0.863, 0.137, 1.696, 0.0]",0.1536597264136603,1,combine,True,50,50,0.4,1,2,45.592620000010356
"[-90.0, 67.684, 74.355, 63.829, 10.135, 0.664, 3.005, 5.0, 0.858, 0.142, 5.0, 0.0]",0.17276311570229624,1,combine,True,50,50,0.4,1,2,45.372426700021606
"[30.034, -79.481, 64.289, 70.152, -45.0, 14.691, 3.041, 5.0, 0.84, 0.16, 5.0, 0.0]",0.12228556788650978,1,combine,True,50,50,0.4,1,2,50.12473179999506
"[19.849, 68.383, 96.904, 170.47, 35.106, -43.936, 3.05, 5.0, 0.876, 0.124, 5.0, 0.0]",0.04168753718654711,1,combine,True,50,50,0.4,1,2,48.475380299962126
"[-38.885, 78.333, 79.23, 125.303, 34.834, 24.432, 3.05, 5.0, 0.893, 0.107, 3.469, 0.0]",0.053254421534001395,1,combine,True,50,50,0.4,1,2,46.125567899958696
"[-18.658, -90.0, 63.395, 240.394, 20.831, -8.216, 3.047, 5.0, 0.878, 0.122, 4.983, 0.0]",0.08869797000849713,1,combine,True,50,50,0.4,1,2,46.35663009999553
"[65.002, -50.369, 103.202, 213.533, 26.399, 4.901, 3.0, 5.0, 0.882, 0.118, 3.612, 0.0]",0.0849948533160537,1,combine,True,50,50,0.4,1,2,44.614972799958196
"[-30.244, -17.05, 60.924, 353.405, -45.0, 6.686, 3.0, 2.346, 0.909, 0.091, 1.0, 0.0]",0.09184433385149768,1,combine,True,50,50,0.4,1,2,46.49712600000203
"[-41.125, 44.154, 122.85, 156.997, -34.256, 12.843, 3.046, 4.088, 0.859, 0.141, 1.23, 0.0]",0.14536346252709498,1,combine,True,50,50,0.4,1,2,47.06806640001014
"[-48.83, -76.204, 78.04, 206.329, 39.489, -45.0, 3.05, 5.0, 0.881, 0.119, 4.997, 0.0]",0.0655540530178002,1,combine,True,50,50,0.4,1,2,47.393698999949265
"[-25.314, 90.0, 100.238, 164.725, 45.0, 44.995, 3.05, 5.0, 0.897, 0.103, 1.0, 0.0]",0.11175279735895985,1,combine,True,50,50,0.4,1,2,46.551672799978405
"[-13.592, -90.0, 128.386, 55.25, -26.399, -11.037, 3.05, 5.0, 0.848, 0.152, 5.0, 0.0]",0.23829005427159614,1,combine,True,50,50,0.4,1,2,47.59388160001254
"[33.36, 90.0, 67.017, 137.73, -45.0, 30.98, 3.0, 4.873, 0.831, 0.169, 1.0, 0.0]",0.05013190831429938,1,combine,True,50,50,0.4,1,2,47.68503029999556
"[2.638, -56.752, 69.69, 132.1, 24.293, 30.564, 3.0, 4.921, 0.215, 0.785, 5.0, 0.0]",0.24349091128009875,1,combine,True,50,50,0.4,1,2,45.52235250000376
"[26.109, 18.004, 30.931, 138.417, 38.446, -9.796, 3.028, 5.0, 0.218, 0.782, 5.0, 0.0]",0.2191316538214365,1,combine,True,50,50,0.4,1,2,47.143403199967
"[-0.277, 49.04, 62.067, 168.267, -40.177, 22.425, 3.0, 3.268, 0.858, 0.142, 2.823, 0.0]",0.14197177607764816,1,combine,True,50,50,0.4,1,2,47.098726199998055
"[37.339, 35.959, 115.724, 191.78, 45.0, -45.0, 3.05, 4.516, 0.899, 0.101, 3.026, 0.0]",0.17712865134593045,1,combine,True,50,50,0.4,1,2,44.92823279998265
"[49.388, -90.0, 104.605, 226.793, 27.935, 20.419, 3.047, 5.0, 0.884, 0.116, 3.825, 0.0]",0.07344897028355864,1,combine,True,50,50,0.4,1,2,46.26539459999185
"[-37.122, 65.368, 106.492, 175.794, -45.0, 28.832, 3.023, 3.819, 0.863, 0.137, 1.0, 0.0]",0.14791543450102113,1,combine,True,50,50,0.4,1,2,45.161298800027
"[-90.0, 45.436, 76.566, 178.857, 28.649, 13.339, 3.0, 5.0, 0.861, 0.139, 1.769, 0.0]",0.3803194504859455,1,combine,True,50,50,0.4,1,2,48.29724059998989
"[47.38, 90.0, 72.001, 58.07, -20.429, 12.728, 3.007, 5.0, 0.88, 0.12, 5.0, 0.0]",0.08308014115736069,1,combine,True,50,50,0.4,1,2,47.126220800040755
"[90.0, -88.134, 158.722, 130.432, -45.0, -22.852, 3.031, 3.538, 0.137, 0.863, 5.0, 0.0]",0.24522622155844426,1,combine,True,50,50,0.4,1,2,47.581391000014264
"[-2.987, 0.389, 131.325, 130.305, 44.254, 45.0, 3.032, 5.0, 0.864, 0.136, 5.0, 0.0]",0.04490737311674096,1,combine,True,50,50,0.4,1,2,47.31525819998933
"[-49.155, 82.857, 105.577, 175.267, -45.0, 4.805, 3.05, 3.37, 0.849, 0.151, 2.788, 0.0]",0.16863292802443094,1,combine,True,50,50,0.4,1,2,47.27328070002841
"[58.469, -63.002, 91.488, 185.564, 45.0, 36.33, 3.035, 5.0, 0.871, 0.129, 5.0, 0.0]",0.06997276873434283,1,combine,True,50,50,0.4,1,2,46.97176089999266
"[90.0, -24.936, 55.275, 324.572, -45.0, -2.522, 3.0, 5.0, 0.831, 0.169, 5.0, 0.0]",0.4042411017679082,1,combine,True,50,50,0.4,1,2,48.3226800999837
"[-18.362, 90.0, 68.681, 237.52, 31.285, -28.754, 3.038, 5.0, 0.849, 0.151, 3.881, 0.0]",0.18538759860781123,1,combine,True,50,50,0.4,1,2,47.001257799973246
"[-8.832, 55.845, 120.986, 156.177, -45.0, 28.388, 3.05, 3.537, 0.826, 0.174, 3.522, 0.0]",0.13000170674994543,1,combine,True,50,50,0.4,1,2,49.08423959999345
"[-32.807, 17.115, 59.446, 85.044, -33.085, -44.97, 3.043, 4.693, 0.871, 0.129, 1.383, 0.0]",0.22574283207440987,1,combine,True,50,50,0.4,1,2,47.23278229997959
"[52.669, 27.505, 115.423, 199.117, 29.206, -45.0, 3.048, 5.0, 0.879, 0.121, 4.046, 0.0]",0.09044592579276862,1,combine,True,50,50,0.4,1,2,46.65535050001927
"[-41.635, 2.533, 115.295, 128.558, -35.849, 15.968, 3.05, 5.0, 1.0, 0.0, 3.036, 0.0]",0.31742230362992707,-1,fan,True,50,50,0.4,1,2,24.67906240001321
"[3.286, 43.481, 155.618, 87.546, 45.0, 45.0, 3.0, 5.0, 0.703, 0.297, 4.169, 0.0]",0.6376644506884069,-1,fan,True,50,50,0.4,1,2,28.646479499991983
